# 1st line: name of data. 2nd line: units of data.3rd line: paramter name. 4th line: parameter units.5th line: excitation energy units. 6th line: parameter value. 7th line: excitation energy value.following lines: data.
Time;Filtered photoAcoustic signal
µs;V/µJ
Wavelength;Wavelength
nm;nm
µJ;µJ
177.26;-3.20973965860882e-08
177.264;-3.1812675931195425e-08
177.268;-3.1301029290030496e-08
177.272;-3.055313292760394e-08
177.276;-2.9561912828856618e-08
177.28;-2.832263627539021e-08
177.284;-2.6832978248044353e-08
177.288;-2.5093061956473182e-08
177.292;-2.3105473096566513e-08
177.296;-2.0875247739993747e-08
177.3;-1.8409834063608876e-08
177.304;-1.5719028426235326e-08
177.308;-1.2814886592809694e-08
177.312;-9.711611187465485e-09
177.316;-6.4254167244994785e-09
177.32;-2.974373816094526e-09
177.324;6.217656147807577e-10
177.328;4.341760081395114e-09
177.332;8.163085024265412e-09
177.336;1.2062151676675465e-08
177.34;1.6014535810855434e-08
177.344;1.999521377709355e-08
177.348;2.3978803185576305e-08
177.352;2.7939805550200122e-08
177.356;3.185284821508029e-08
177.36;3.569292291771059e-08
177.364;3.943561840701357e-08
177.368;4.305734462879488e-08
177.372;4.6535546113937255e-08
177.376;4.984890235425734e-08
177.38;5.2977513125192495e-08
177.38400000000001;5.590306691099939e-08
177.388;5.860899080427037e-08
177.392;6.108058048444786e-08
177.39600000000002;6.330510912658291e-08
177.4;6.527191434865968e-08
177.404;6.697246257010136e-08
177.40800000000002;6.840039042225383e-08
177.412;6.95515231203611e-08
177.416;7.042386997249046e-08
177.42000000000002;7.101759746080504e-08
177.424;7.133498058139856e-08
177.428;7.13803333676478e-08
177.43200000000002;7.115991974593743e-08
177.436;7.06818460791375e-08
177.44;6.995593694008801e-08
177.44400000000002;6.899359582257376e-08
177.448;6.780765263917362e-08
177.452;6.641219997257543e-08
177.45600000000002;6.48224201384383e-08
177.46;6.30544051829776e-08
177.464;6.112497197681494e-08
177.46800000000002;5.905147457829167e-08
177.472;5.685161602475327e-08
177.476;5.454326166996095e-08
177.48;5.214425612078816e-08
177.484;4.9672245738019435e-08
177.488;4.714450855596927e-08
177.492;4.457779334561375e-08
177.496;4.198816939803063e-08
177.5;3.939088844141661e-08
177.504;3.6800259928193446e-08
177.508;3.422954074124633e-08
177.512;3.169084017276271e-08
177.516;2.9195040828107416e-08
177.52;2.675173590334702e-08
177.524;2.4369183081054813e-08
177.528;2.2054275087472155e-08
177.532;1.9812526757447098e-08
177.536;1.7648078264184145e-08
177.54;1.5563713990915262e-08
177.544;1.3560896353169796e-08
177.548;1.163981372519196e-08
177.552;9.79944148382661e-09
177.556;8.037615059213756e-09
177.56;6.351113775001588e-09
177.564;4.735754172338858e-09
177.568;3.1864914422106613e-09
177.572;1.6975275400339852e-09
177.576;2.624245248698266e-10
177.58;-1.1257783470917603e-09
177.584;-2.474445239424557e-09
177.588;-3.791223504012024e-09
177.592;-5.0839240023816134e-09
177.596;-6.360403325184929e-09
177.6;-7.628449185054583e-09
177.604;-8.895670175050067e-09
177.608;-1.0169390990560472e-08
177.612;-1.1456554108542337e-08
177.616;-1.2763628806075207e-08
177.62;-1.4096528282209961e-08
177.624;-1.5460535524764462e-08
177.62800000000001;-1.6860238438886942e-08
177.632;-1.8299474628608078e-08
177.636;-1.9781286097937134e-08
177.64000000000001;-2.13078840159256e-08
177.644;-2.288062357202801e-08
177.648;-2.44999888354032e-08
177.65200000000002;-2.6165587425751067e-08
177.656;-2.787615470494551e-08
177.66;-2.9629567109009268e-08
177.66400000000002;-3.142286415961506e-08
177.668;-3.325227862384483e-08
177.672;-3.511327423076798e-08
177.67600000000002;-3.7000590303708735e-08
177.68;-3.8908292627882866e-08
177.684;-4.082982984425197e-08
177.68800000000002;-4.2758094641670155e-08
177.692;-4.4685489010237214e-08
177.696;-4.660399281865386e-08
177.70000000000002;-4.850523498660922e-08
177.704;-5.038056653903958e-08
177.708;-5.2221134851619265e-08
177.71200000000002;-5.4017958425168824e-08
177.716;-5.576200155983655e-08
177.72;-5.744424833696238e-08
177.724;-5.905577535650256e-08
